Unnamed: 0,file,text,edited
668,dirlkit-honnbdk.wav-1365.wav,م درس بداك الخيط واحد آخره كيشد راس ديال لمريض كيتبتو مزيان بإيده كيجر اللولان داك الخيط بجهد بجرة وحده كتلقى ديك الدرس خار جا معلقه في الخيط قلي لفين كيحتاجو لكتر من جرة وحدة أنا محيتش دراس عندي بهد اطريقة هدي شغور باش دار لا أجودا على البلوكات كاملين تيكول ليهم باللي,
669,dirlkit-honnbdk.wav-1188.wav,غادي يتعدمو أوجوجدو كلشي لمشانقمد الين لبليدات عل القرص ستفو الكروب اللول على دوك تمنيه دالمشانق مبقا غير يجروهم ويبدا يتركل بنادم في اسمو هنا نقز واحد من دوك التمنيو كان مزال ملستقو ليه سكوطش على فمو أو كار لعسكرين للي قدامو الله يحن عليك أسيدي را مزال متحاكمنو بداو عليه لعسكر بتفرشيغ أو السبان حي,
670,dirlkit-agttghs.wav-190.wav,ليا كالي والله تىنعس مع طا ل أصاحبيها نتا صبره عليا غير ربع ساعة هترتاع يعني أو نوضه كتليها راك مرتي نته والله أمان تدابة ت نعيط لمي رحم نعاود لا بلانك مع ديك خيتي كالي أحباس أخويا مقادين على فرتة مالك علا سبه أصاحبي,
671,dirlkit-mzhcbeg.wav-2576.wav,ن ديالو اللي مصطع بيه الحومة شي لقايد براصو راه كان خايف على حياتو العصابهات الصحراوة راه تقدر تجمع كتر من دوك جوج دالكميواد المخازنية لي كيعيق بيهم داكخينه يقصدو المقاطعة بجج مطرطق فيه غوجوه اشرع و القتاله عزين في إيديهم مسيوفه أو اشواقر أولا مقاد يحاصو داك اللكوان أويخطفو القاهد ويحرقو كاع دوك الوراق ولا رشيف كامل كيف ما وقع,
672,dirlkit-hpdsuln.wav-2159.wav,نطالقي نودينو بان واحد الكولوني لدارب سالوبيط أو بيرية و في إيديه لي ستو سول على سيلون ديال بالكبير حيت كان كيعرفهو مزيان دوه الكارديانا تا لعندو لقاه مزال لابس شيشراوط مع العحومش كاليه الكولونيل حيد هدشي و دار ف الكارضيانات لي مادروج خدمتهم لقا عندو ادوايات كاليه غير عطيغو بمن الكرضيانات راه مغتحت,
673,dirlkit-honnbdk.wav-1340.wav,حكمنا على ثلاثة منكم بالإعدام أو غادي نخليو كتختار شكون هما ثلاتة لي غادي يتعدمو و شكون لواحد لي غدي يبقى عايش بحد جي مسكين كاليهم إلا كان هكا خليو غير أسعد يعيش أن راه كبرت عشت من عمري سنين وحدكه تنطحلخرى أو ساعد أو ساعيد راه مزوجين من شحال عدي و و عندهم ولاعدهم والي خلات تري,
674,dirlkit-mzhcbeg.wav-2684.wav,مكت عليه مي شقات حوايجها أو ندبات وجها قصلا ندموعا غير سامرين مرجفانها ديما كتصنا شي حاجه طيح هما ليها بالحرقة زرت القبر ديال با شحال من مرانا أومي كانت ديما كتسقيه بالما وتحيد منو زبل أو اشكل لي تما كتري حده أودوي معاها بحالا كيسمعها كديع ليها بالرحما المغفيره,
675,dirlkit-honnbdk.wav-1100.wav,راسي جرتي لا من لداخل بصباب ديك  تنخليمه ديال دراكو لّي طلقى علي داك المريض دا زداب عمينونا هنا بدا المرض ديال المينون جيدج كيفرع عليه بنادم مشي شهر هدي المر دغيا كيعادي بدا بواحد أوبدا كيدوز لبزاف فادراري فاش بدات القضية كاشحماط تجمعو طبا با ش يشوفو شنو هي ديرو ف هاد المشكل لكروب بدمورس داير شغلو وجا بوخبيرات بلي لبلوكات لاخري نتاها ما هجمع ليهم المرض,
676,dirlkit-cswjpzy.wav-500.wav,لوك خوتنا لي مشا و يجيبو سلاحت فاش حل الباب شدو هالقوات الأمنية مراتوشه فالداك المنظر أو يطلق غوته فيقات بانونه أو جوج رجع لي كانو معاه هزوسلاحت مو شدو بوزيسيو دفاع يا حيت تيقنو بلي شي حد غدر بيهم اليوطنون أو عرجي هو للي كاين فاراس ديال القوات الأمنية بغا يتفادا المواجهة بسلاح مع دخوتنو ويصفط الليهم واحد,
677,dirlkit-agttghs.wav-328.wav,حتى داك الألم يصعاب عليه صرفو غوات خليت البارة لاصقة لي ف كرو مرة مرة كانربعها برجلي باش يحس بقود من داكشي باش حسها تختي عييت أو تكيت باش نرتاح شويه فيقني الباب فاش دخل سيمو كالي تا عشاد اريحه ودمايات واش مزال مامات هاد البعر,
678,dirlkit-erlatsw.wav-833.wav,ايح يا إما كتلقاه مكيدمرو عليها بنادم مي فيلخر تيسترات علي ها دعوه والقات بوسط اللي بخير كتالقضية بطبط كنا كنتسناوهاه بجوج ينفوا يولي بنادم سطابل ديك ساء عندوزو لي طابلا خرى فحياتنا ولي هي ازواج وليت كنفكر نطرق المصمر مع البنت اللي وقفات معايا هاد المدة كامله عرفا عتني في أقوة للي ياميدازو لي فحياة,
679,dirlkit-rtebocg.wav-3392.wav,ها القضية داخلها فيها المافيه أوروينه كحلو كيرجعو لليك راسه دالله وروكيت فرجو واحد المرة في عام ألف أو تسعميع أو تلاتة أوسعن تعطاتني مهمة باش نتواصل مع واحد شاهد أو نخلعو هدخينا شاف واحد القت على منلمون ضامصفى واحد اخر بد من بارد صلوطات أوفرول هد اشاعد حماية كامله طونوبيل فيها بوليسي واقفة قدامعلى عمارة للي ساكن ف,
680,dirlkit-honnbdk.wav-1070.wav,اسبور كيتهالله بنادم فريله كياخد حقو من اشميشه أو كيحرك عضامو هنا فالحبس عندنا مكاينش هدشي كيخرجونا لساحة الثنين أو الخميص في صف كبير كل واحد جاد ف حوايج لي قدامو اريوسك تشوف لرضوأوالعينين مغمطين العسكر و البليدات مضور ينا متجوايه كاملين واصف كيبقاي ظورف ديك الساحه سواب شويه ولا بازربه على حساب الكانه داسيرجون,
681,dirlkit-honnbdk.wav-1478.wav,خرى خوك محرك في الماركه غطوظ الحبس هد المرة دونين اللحبس جبلي وصلوني لعند مودير سالام السالام عرفني مساحي كاليهم لحوف الجناع ديال اشيوعيين صحاب مطرقة والمنجل هاد الحبس معمريا شفت بحالو بنا غادهم كيتسرك لضحك و اتكركر مع دخلونيجا عندي واحد محابسي كاليه واش نت رافيق,
682,dirlkit-honnbdk.wav-916.wav,لخيانهد الواطن هدشي وقع شي تلتني قبل م نرجع فحالي داك اربر صيفطني إل هاد البلاصه اللي مبنيه قريبه الدار كنعرفها مزيان كنت ديما كندوز من حدها ولكن ما كنعرفها لاي ش كتصلاح مع دخلنا من الباب شده ديال البوليس في دراعية باتلاته حسيت بتوريكه قضيها حامده تلفوني بطلع من هنا هبطل تحت دغر على لي من ت وصلنها لواحد الباب أو دقوه,
683,dirlkit-mzhcbeg.wav-2661.wav,أوف عرسك كاليها لا كانت زواج بحال هدان لي كتهدرو عليه راه ميصلاح لي مانصلاحلو على من الله فيإنا مطمورا غدي نطيح تا عنا تيبان لي ازواج بالف عخير لي منتزوج بشي مرا شفتو لي حتي داناس كيف داير هدشي راه غير تصوط ينا وطلعانا كون بقيت معا كوم فيع كون غرقنا كلام هم كامل ضاير علي,
684,dirlkit-hpdsuln.wav-1697.wav,ق تعلق فيه بولا ضوي عليها حومه حتى من عنقومة يمكنش متردش ليه البالو إلا تبعنا الختة طوري ديالو أوغدي نلقاوه مداخل مع شي زرافه فشي بلاصه مفيها شك الحاجه لي بورشاتني فاهد خينا هما عينيه را ميمكنش عندو شي شوفاتلا شافتوم حامل يطح ليها لا ولد هنا عرفت راسي قدام واحد بنادم,
685,dirlkit-honnbdk.wav-1483.wav,فاش جابو لي صباط ماجاش قدي مدخل لفرجل لي غير صباط بن مرا ربعه وربعين جد لي كبرات بجوج نمرات فيهد سنين ضلعصل اللي دازت عليها كانت هدي أول مرة كل بصباط من مورت لطاشر عام ته الاو فيها دراري بحال شي عاركس دارو لي بارفا كنت كنرجف معارف شكونجة غادي بيا لكاردياه أوكنت غادي نجيب ربحه جوج تلمرات,
686,dirlkit-agttghs.wav-73.wav,هدا الدوسي ديالك فيها الربورات ديال الحالة ديالك من نهار دخل ديال سبيطار راه عمين و تلت شهر أو نتعف لك هومه غتلقا فيه حتى تصاورك بالتوارخ ديالهم راك دخلتي عندنا نهار ستة فيشهر ست ألفين أو خمسطاش و اليوم راه تمنطاش ف شهر تسعود ألفين أو سبعطاش بقى داوي وأنا,
687,dirlkit-erlatsw.wav-825.wav,شرحت ليها بلي كاين فاكطور موهم هو لي مخليني غادي فو هاد الطريق ولي هو الوقت ليلا عب ض ضي زيد عليها لبلان ديال نكون أان ديبوندون ف خدمتي بنت ليها مقصح راسيه معلقات معات كول من غير دعي معايا بالخير مونعين صاحبي فاش كلتيها ليه سيبورطاني ديال بصح كاليه دير بحالي بعيوش عريف طيليفونات رافيهم زباله هاد الصرف ضبر ليك مشي مع حال,
688,dirlkit-quvxaym.wav-3267.wav,اصا ولا مشا ته وصلهينا ماشي بعيد يقتلنا أو كاين ي كان خايف من طريق في أفغانيسن لي كانت خاط را ومر كلها شي ضوره يقدر يخرجلنا شي قطاطعي و نتقتلو حنا مزال كاع م خرجنا بلبلاد كتليهم غودي راه خصنا نغامرو وخا كاينه دريسك كامل لا بقينا معبه هنا راه غادي نموتو بلا شك سكتو كاملين أو بقاو كغي فكرو,
689,dirlkit-agttghs.wav-472.wav,فونو من جيبو أو دوزت ليها لابل مع كالت المرا ألو بدا كيبكي أو كيطلب منا اسماحه المرة من جيهتها كتغوتش مفاهمة شنو طاري كاله دوزي لي ما لاك جابت البنت أو كاتكل ليها دوي مع بابا أو كاتبكي نطقات البنت أو كالت ليه بابا باباكنبغي,
690,dirlkit-honnbdk.wav-1522.wav,أه أخويا هنا سميرة شكون نت  أو كيفاش كتعرفني كتليها هنا صاحب ناسم أو جيت نشوف دارهم باش ميبقاوش مشوشين من جيهتو رحبات بيا مسكينه وص بدموع قوت الأسئلة كدور فبلاصته معارفه مال دير كتسول أو ترحب في نفس الوقت مسحا دموعه بزيفه شحال من مرة دخلاتني البيض,
691,dirlkit-honnbdk.wav-1085.wav,لي جاج في حقي واحت شويه تضرب اسقيل فيالبلوك كامل دبانا مكتزنزنش بداو كيخبطول العساكريا برجليهم فوق الورض أو أنو نصاول المديرة الحبس بالي البلوق واجد دخل لمودير كيتسركل فيالبلوك أوس جوج ديال صفوفه هاد العسكر جاني الفضول نضرب على أخونا أو عوج تعيني غير باراض بالي الموديرة باقي جونج فتلاتي نات أوشعر أوشهب كيتمشت منيرفي وحتى كلامو كيتسرسبحال إلى كيدوي مع رواسص,
692,dirlkit-honnbdk.wav-1094.wav,نهار علاش كتفرت ك الفلوس في ليلا و كتحنسر ف اللخر كالي فديك السواريا لي كندير مرة في الشهر كنحس براسي بنادم ناس لي خدامين في الوطيلات أو اريسطويات  مترينين مزيان باش يتعامله معاك بحال بنادم ديال بصح لبسهم كلامهم بطريقة دكيفاش كيتعاملو معاك كتخليك تحس براسك إنسان محتار معندو قيمة كنجوع باش يحتارموني الناس للي لا وحده وخا كت,
693,dirlkit-hpdsuln.wav-1841.wav,ولكن عندي شي حقق ديال الدباط أو الاحتيرام ديالهم كنت بحال البراد الميزان بين جوج ديال لكروبات مكنتش كبير مقارنة مع مكبر مني بحال حشةد للي تيعقل على الكميوات البخاري أو مكنتش صغر واحد حيت كان معانا بوحيده اللي مكيعقلتش على محمد الخاميص فشرجعه ملمنف كنت كنخبي فيكاري الكحله,
694,dirlkit-hpdsuln.wav-1886.wav,بالخف تغيريه أو كانه هدا هو الهدف ديالي لي خصناي نوصل الله دهاز العام ديال ستة أو سبعين الحالة غادا و كتكفس ولينا كنشبهو الأه لكاف طوال شعرنا اللحياو الموسطاش كلاو لينا وجهنا تزمامرت كانت طريف صغير من العصور الغابرة محطوط فيمعريض سميتو العالم المتحضر فوصنوط ديلقر لعشرين,
695,dirlkit-quvxaym.wav-3059.wav,فها من مور لفجر أولي ت واجد نفسيان باش نخرجو من اسودان معمري تفارقت مع مي فحياتي كامله أو معارفش شحال ديال اللوقت غادي دوز باش نعاود نجوفهكنت كان بغي ها كتر منا أي واحد في هاد الدنيوفجيت نودعها عنقت إيديها أو بسها تبسمات أو كالت للي رطلبهال راسكه أعمر,
696,dirlkit-rtebocg.wav-3351.wav,عند الكليان لا تقتل داك الهداف غاليبا تمان كيكون بين عشر ألاف أو خمسة أو عشرين أالفضولار يقدر يكون تكترف شي حالاة خاصه غلى كونط راس معت بيها كانت يا ميتين أو خمسين أالفضولهار غادي ي خداء هي واحد قداريقة تجوفا ل غتشي لمافيكوزي لكبير للي فرش بزاف ديال لدواسه على المافيو بالنسبة عليه أنا أكبار كونطرا تعرضات عليا هي خمسين,
697,dirlkit-honnbdk.wav-1269.wav,أو شافو في المدير جديد شويه ديال اضوع على لي كان قبل منو نرجعو لجربه با الحسين جمع الحصيصه عند الدراري أو عيط لطبيبت الحبس فاش جا دخل عندنا كاعي ولكن غير سم حس الفلوس هو يلبدا اللرض أوتب ثلاته هضرتو ديال الكلبه بانت ليه ضربه صحيحه مغاديش يزكلها داز يومانين دخل عندنا دوال البلوك,
698,dirlkit-hpdsuln.wav-2025.wav,الفيهه بحال نتحار لغد ليه جا عندنا الحمامه أوفلاش و كالو لينا نعطيهم أي حاجه تقدر تيغ رقنة حيت لكاشو غادي يعاودو يفتشوه و هد المرة الكارضيانات كاملعن جا نهار تلاتة أو عشرين يوليوز دازو على لكا شو كامل ملقاو والو وولكن حيدو لينا الماطلات للي كنا كنصوبوهم من شرة,
699,dirlkit-honnbdk.wav-1350.wav,وخا يكون عندك الجافه فدوك العينين غدي تبكي دم بلاصط دموع وقف با الحسين كيتنخصص و كال لدراري الله يرحم ليكم الواليدي هنا خوتي لا مبكليو غير بشويا راه دبا نصدقو شد ليا نقطع ليك جرباح جي ولادو لعندو عنقوم بثلاته ثلاتة دريوص,
700,dirlkit-erlatsw.wav-664.wav,زيره وإي بداع أصاحبي كلشي خدام بديك دخلا لكلاصيك ديال صاليتنتي دو كاين الغاجاتوه و هنا كتوصل لواحد الخرلاصه ي أن كيلا درتي نفسه دخله غادي تكون غير نمرا شاد صف ليسطه ديال ديك البنت فعليها خاصك تقلب لمعوازين باش بانسباسيال الوصط داك لحزاقه كامل وهنا فاش ضي فلوبينا واحد دخله من مرمابرن سطورمنه مزيانه,
701,dirlkit-acviunz.wav-11.wav,ليتزيبلين كيس كوين أو بلاك صابط ولكن فاش داركر تسطاشر عام تبدلي الدقت الموصايقة فاش كتاش ف لبان كروك ف اصيف ديال داك العام حضر لواحد الكونسير ديال الكروب سميتو دمي لفنس وكان هادا حدات لي غيا رحياتو كامله كتاش في السيل الي فيه لأن لرجاي لي كان كيقلب عليها متيهمش تكون مجهد في التكنيك دلعب المهم خاصك تكون,
702,dirlkit-mzhcbeg.wav-2403.wav,وب أو التانيه حيتاش الدار ديال متشف ورض الكولونيل ولكن واخا كان عندنا هاد لافونطاج العصابه بقات عاصره علينا ودايره لينا الحصار مبقيناش نقدرو نتحركو على خاطرنا أوغاليبان كنخرجو دارين لت مبلل فهاد ليامات البوليس دارو حملها لى الحومه و شدو عدد كبيرد لبسناسه و دراري دالعصابات أو القواده الحمله مكانتش ساهله خدمو فيها القرطا,
703,dirlkit-agttghs.wav-61.wav,ش يقيص م ناقلب من ورقة وحده قرب لا عندي واحد الطبيب دارب نضاضر تشوف أوالحد الأنمى عرفتش علاش طبيب بانضاظر كيعبان زايد نغزه على طبيب بلنداضر ماعلينا كاليه شنو مسميتك بقيت كنشوف كنتسنى غير ريفيصوني تسالة هد الكغشمر أو نوض نفطر قيامة ديال طبا أو الفراملية حرمو علينا تزهاوت,
704,dirlkit-honnbdk.wav-1491.wav,نتا إنسان واطاني وخا لك رجه تيخدم البلاد ولكن بغينا منك جوج حوايج اللولى غدي تسيني لينا على هاد الوريقة باش معمر كتخدم في اسياسه أو التانيا غادي تكتبريا كتشكر فيها سي درائس الله يطو ليه في العمر كتليها كيفاش بريا وعلى ياش أصلا غادي نشكرو سمح ليها أسي,
705,dirlkit-hpdsuln.wav-2230.wav,ات ف العشيه أو جابت ليه معاها داكشي الي محتاجو في الحبس دازو يوماين جات تزورني و هد المرة جابت معاها ولا هدي للي خليتهم صغار أو القدار خلاتني ن عنقعوم ور عشرين عام أو هما كبار دموع لمرسات ش ف هد الملاقية لقيت قدامي ثلاتة دلمراض بنت فيها القلب أو اسنسول ديالها مشوه ولد زيزون أو فيه اضيقه,
706,dirlkit-mzhcbeg.wav-2624.wav,كاين من الناس لي كان كيكول بالي كانت كتيهزد رجليها ماشي كتشقا فيادور بيضيها سنين و العربقالب على براكت فاميل تو ف دوار الحاجه مكيمشيش ليها واحد النهار تابان من حيتو لى تدري مراتو بطبيع الحال دقو حلا تليه ما فهماته والو معارفاش نو رجعو فهاد اللوقيته دخل وريح كيحرك في إيديه أورا ا ياي,
707,dirlkit-honnbdk.wav-1294.wav,نهرس دوك التها ملي كينصقولي نكون مسيحي هانيا معندهمش مشكل نكون بركا كهاد اتهمة تيبان لي طاحت بحكم الأقداميه كون كنتبركاك مغاديش نتسناع شرصنين باش نبركك بيهم توهمه للي بقات هي الكوفر وكيف غادي نداف عالىهات فلاضه هادي هي من واحد الناحية الناس اللي سمعوني كنكول اراني مولحيد مات ول,
708,dirlkit-erlatsw.wav-892.wav,باش نقلب عليك فجيت لديك لا دريسه سولت على داركم كالو لي رغات حولو تلقيت بداك الولد هو العضار فيا هد الخير جا بنيت تال عندك بقيت غير ساكتو كان سمع ل بنت قلبغا محروق على با نقدر نكون عارف و حاس منا ش كاه دوز حيت منفس الطريق تا عنا ديجا تزت مبغيتش نص الطمار نكوليها شي كلام ي غدي جرهة,
709,dirlkit-honnbdk.wav-1433.wav,الخر قبل ما يدخلوني الواحد البيد دارو لي درة كاع على عيني أو دفعني الكارديان لداخل شنو هاد القوة هدا عاوتاني صافي سالا نشهر العسل ولا كيفاش جاني صوت من القدام كالي حنا تعاملنا معاك مزيان حيتاش فميل تكناس دراوش ولكن نتا طلع يفريا مكتصواش هد اتعلا كد الهضره مك,
710,dirlkit-honnbdk.wav-1223.wav,يلونتي بيو فوق جرح أوكم مطوليب كتا نا نقية رجعت البلاصتيك ألقا فوق فراشي سروال دسيرفيط أو جوج طروفة ديال توب فوق هوم برا و جوج تلخيوطه شديتها هدشي ضورت عيني مابان لي تاحد كيشوف الجياتي معرفتش شكون الي حطه هدشي سروال عرفتوه كان ديال واحد من دوك الي خرجو يتعدمو ولكن شكون مولف على ما منعرف إمكن دارو معايالم,
711,dirlkit-honnbdk.wav-1528.wav,شداتو سامره من يديه كطلففيه باش يتكالمه ولكن خونا بقا كيغوت الخلاصه  أن خونا مبغاتش شي حدب حالي يجيال عندهم حيت خايف على راسو الله يقرقبو عليه تا هو ومشي شد بلاصه حدا ناسم شافيا أو كالي شوف أش شرعيف را غير حشمت نعيط لبوليس حيتاش كتعرفنعاسيم هاد المرة غادي نخليك تمشي فحالك,
712,dirlkit-honnbdk.wav-1235.wav,طاح آخر واحد من دراري دفهو وسالات الحفله رجعونا لبلوكات بجرا بين صفوف د العسكر والمصويطاش كتنزل عليهنا كان كيصحابلي بلي منقدرش حته نزيد خطوى ولكن بنادما كتبهان ليها العصا مكاين غير تعالق حيت لا طحتي غدي تقود سوائع بنادم  رجع لبلوك فرحان مللي خرجهات سالمو أوماماتحد كا,
713,dirlkit-agttghs.wav-417.wav,ربطل على لاقه ماشي الميزان أو شوف واش ديما غتبقات ميل ولا غير خصك تبدل منينك غتشوفو خلاصه معرفتش لاش دخلت في هاد الديطاي مفروض نعاود ليكم على باش كنحس فاش كنحط رجليه في الخربه في لينك تيكسور ديالو معقده وراجعه لداكشي اللي إداز هنا والي معمري تخلط راسي غادي نديرو حيت معمر طاح لي فباليش,
714,dirlkit-mzhcbeg.wav-2475.wav,نكون دوزع ليهم بقيت را دلبال أو متوترحطته وصلنا لشانطي هنا كسي را بدرحما مبطكي غدني وسط شنطي خاهوي كنا دايرين في البلان غادينفطروفه عكي راش ولكن ومازال بعيد الحال خصنا شي يسويعه هكاك باش يالله نوصلو ليك وها للي قاصدين غادين كنطحنوغو فيالطريق متحمسين باش نطلعهم من اللحفرا اللي كنا واحدل إنفيها سني نضحياتنا كامله,
715,dirlkit-erlatsw.wav-718.wav,نعس كنخليها فايقة فوق منفق كلقاها مصبحه ميواش رتاحيت شويه كتجاو بناي بداك الجواب تقليضي وعررت شويه وليدي الحمد لله هنا كنعرف بلي ف هاد الدار هدي و وسطاد ظروف لي كنعيشو مشي كيخبي على شي باش ميزيتش ليه فيالحملك والى أو صافي يمكن نتا با على من الله بعشكي,
716,dirlkit-mzhcbeg.wav-2720.wav,كارو الحشيش الماكله أو ديك ري عياته بد رزق اللي قتلنا عليه موخوه وناس أخري منفاميلتو وصل هنا لحبسة هادي عام ونز و ميمكنش نوليه وصحا بحيتاش تا هو حرك علينا براكتنا وقتل راشيد فشفتو أول مرة ف الكورد الحبس فار اللي ضمي بغيت نقص دو نخليه دارع شتو هو اصباب فهدشي كامل لي جرالي من مرجو سيعل,
717,dirlkit-mzhcbeg.wav-2387.wav,شي غار وسع من أقدام باطرونه عندنا في الحومه بقات منو غير ديك الكريطنا للي متقدر تشري لمي حتها كليناكست مصحبيه دموعة دوك دكين لي كدمو هادو را حرقو المراحر وطلعهم لهكا بلطبقه الفوقانية كون ضربخ ليه على راسو كون راه بخير ضاهبه ولكن مكانش كيفكر كيف راس الكبيرة هد شاعي صاهبه كان كيفكر بالعقل ديال طالب جامعي متترب شي فالسي ف,
718,dirlkit-quvxaym.wav-3203.wav,خهمة ديهال الحجر قلها لفيها ديور ليصالحي لسكنا الأغلعبيا كتلقاها معايشين فشياط غدير الحيوط م فركعة مكتشبغ ديور فاتا حاجة فش جات لوقيته باش نمشيو لقىم داهر فرحنا لجوج دالأ سباب اللولى أنأنا غدي نخليو هاد المدينة المكرفصة مورانا والتاني أن غادي نسافرو بطيار طلعولينا طرق هندها أفغانسن فياراس هد الطيار,
719,dirlkit-erlatsw.wav-736.wav,ديش نكولك ولشي غادي نظبر ف حوايج لي معمري تأفي شي تبيهم تما غادي نلبسهم أو نضرب فوق أو مجلابه باش نسرداك شاقور سروال لي غادي نكولها بسضرور يكونو فيه الجيوب مرا هدشي كتجيهي ليه يسطا فيها كاكول حزمة دير لبلاستيك سكوت لي كاعت و زيدو جيدة منخفيش عليكم بلي هدشي كونسو ما لي طاقتي,
720,dirlkit-agttghs.wav-229.wav,لقوات تعيط لي أو ديك الساعة غادين نشوفو كيفن نيرو شنو باقي كالي صافي كيبان لي كلشي مضرق ساه لينا طاح ليل وشدينا بلايصنا أنا حدا البار أو سيمو جيهة شجي رات دخلب زناز البار مع الحضاش أو خرجمعا جوج,
721,dirlkit-mzhcbeg.wav-2375.wav,هدشي للي كنت مقتنع بيه أوباش نكون دقيق في المعنى ما كنت كاع مصوق ليه باش نفهمو كان كيجيني كلامكبار مني أو بعيد حتى على داكشي الي كنعصر عليك أو لنار و على حياتي لمستخة وصط ظلومات الحومه أو براركه فديك اللقيتة مكنتش فاهم واش خالي كان واعب بدكشي للي كيدير أو كيكتبأو فين غادي واش كنعارف بالي غادي كيخطوي في واحد التيجة,
722,dirlkit-pjntvao.wav-2737.wav,هد العصابة ديال الكابوكيمونو كانو كيحميو بعضياتهم كانو دايرين عاشرة ديال البصح الإحتماليا دأن الياكوزه ومواراته ديال الكابوكي مونو طالعا بزاف غير هو لياكوزه مكينصبوش راسه من هاد العصابة كينصبو راسو من الفرضيات التانيا وليهما المات شيو يغوكو خدام د المديانه اللي كيضافو على المظلومين أو كيحميو العام,
723,dirlkit-hpdsuln.wav-1820.wav,دازت شهرين باش لاح ونا ف هاد القبور الخانقةو المأفنا بالعراق أوريحة طواليعط أو اسينوة كطلع معاك اريحة كانت بغي تلوح كرشك على وبرة داز الصيف أو جات شتوه و هنا فيتاز ما مارت مكين لاخر فرومانس ولا ربيع د العشاق شاهراين اشمس الحارقة أوعشر شهورض لبرد القاطع كيف غندير مع هاد اسمر أوفراس معلي جوج هما,
724,dirlkit-cswjpzy.wav-496.wav,لتازموش معاهم على لوقيته للي تافقو عليها ناط بنونه وللي معاه قرو يهجمو على المقاطعاد أملاكو باش يخفقو ضغط عل هدوك خوتنا للي دارو روينه فملايبو عزه ضربات المجموعة دبنونه عشرين كيلغوميطره على الرجلين باش يمشي ولدار واحد المقدم غادي يضايفهم سميتو عدي عوشان ضرنايقاش مة بين بنونه و عدي أوشان واش يمسؤولين محلين فالطنظيم المسلح,
725,dirlkit-mzhcbeg.wav-2690.wav,طلابا ماشي هو با وطلعات هيا قحبه كاع داك الفيلم الي عاودات لي على زواجه وديك الخطبه ودارعة منتا غير سل وكيات ختارعاتها من دماغا غير باش نتكالمه كنعاود ليكم كيفاش حتى عرفت هاد البلانه كنت مرياح أنوبدرحما لمدورين واحد جوان بينا عتنا حتى بدا كيبكي ليه أكيتنخصص كيفشي مره كانت هدي أول مرة,
726,dirlkit-agttghs.wav-69.wav,الله يرحم باك أميله مكوليه شنو وكاينين إنا طاكسي وينا عاماين راه غير البارحكنت مقهوي مع دراري صحابي أو دخلت بحالي دار واش معقلتش كالت ي واش عارفينا عام هدا جاوبتها فلبلاصه ألفين أوخمسطاش بدات كتحلف لي والله هاولي,
727,dirlkit-quvxaym.wav-3259.wav,ليها فخاطري هاد طبعد الوالد راه عشناه ماشي الله غادي نعرفوه لعنات ديالو كانت سباب فبزاف دالمشاكل يم فوها كيتمنى شي حاجه صافي ما كيهجرايا البيضه أوخا تكون هاد الأمنية ديالو مقرونة بالطمر هد للإلة اللولى كانت مناصبة باش تاحنا نكونو عائلة حقيق حيها وخه غير مرة في العمر الوالد كان قاصيه ف طبعو ولكن في الحظور رظموهك أن ولد عادي يهوزو,
728,dirlkit-hpdsuln.wav-1950.wav,مزيان دار كرتة فيالكاشو كامل فاضل ما مجرت لبداك الوسخ في السيلون للي ولا بحال شي شارج كيعهم فيه الخروي الكول ورته واقده حقو من الخنز شي لي خلا الكارضيانات كيكولو لعيدي كديرها بالعاني باش تمرضنا ولا قسم ليهم بأغلض الإيمان باللي ماكانتش مقصوضه ولكن حقدو عالإه تخرونات الدنيا عندو,
729,dirlkit-hpdsuln.wav-1872.wav,ممسؤولش علها فعالو وحتى لمن بعدأو نعاود ليكم عليه حيت هاد القته لخصو وح لقا غير بوحدو على عكس الكاشو عندنا الي كان منظم بلبروكرام اللي درنا الكاشو التاني كانت فيه الفوضى و هدشي لعب ضورني كاتيف على الناس الي تمى البروكرام عندنا كان تيبدا معا تعويكاد الفروج أو الأدان داصبح مراها كيبدا مولان,
730,dirlkit-honnbdk.wav-1440.wav,مرة صاف يوليت خيبراطر و عندي ليكسبيريونس سمعتو شفت بزاف دالحالاة قدامي أو من ناحفة أو تعلم ت درس لا سلرند خلاوها بيكودو كيفما لناس ديال دولة عندهم قواعدهم حتى المحابسية عندهم الوصاية ديالهم و هنا غادي نعطايكم جوجات اللولى قدما كانطالع دو كرا ديال,
731,dirlkit-hpdsuln.wav-1919.wav,علا المهاج في شهر اللخرض ألف أو تسعميه أوسبعةه سبعين هد اسبعة أو سبعين دازت كاريتية تقابي طواليط تسدو بسباب قلات لما شي لي خلا الفيضانات ديلميه الخروانية تهجم على الكاشو غرقات فيها سيلونات حتى الكلوار الحبس كامل تريحبات ازبل دبان ناموس,
732,dirlkit-erlatsw.wav-891.wav,جمعنا أنا خواتاتي أو عاود لينا على زواج ديالو اللول وعلى وعلى ولدو لي سمحفيه راه هندم بزاف على داكشي للي  دار كالينا راب بغيت نطلبكم على حاج أوحده قبل ما يخطفني لى أجل تيبو ليه داك الولد فين ما كان بغيت نشوفو عطا نا سميه هاد الناس لي رباوك أو فين كيسكنو أوحيت أنا هي الكبيرة ف,
